timestamp,sn,text,EST
2019-05-23 03:10:22,Reddzz730,Rachel and that lip poke she dose when she loses lol 😂😂🤦🏽‍♀️🤦🏽‍♀️ I’m still #TeamReilly thou   #AmazingRace https://t.co/JSfcZYBbNc,2019-05-22 22:10:22
2019-05-23 03:09:16,sassy_mel,"RT @Brian_Scally: Me when Phil tells Rachel and Elissa it’s a non elimination leg:
#AmazingRace https://t.co/9edTtGsKdR",2019-05-22 22:09:16
2019-05-23 03:08:49,Theater_Poverty,"#AmazingRace the fact that you had an episode in Uganda, a country that had the death penalty for homosexuality unt… https://t.co/qkTJMSDdF4",2019-05-22 22:08:49
2019-05-23 03:08:42,justoofthings,"RT @HaymakerHattie: You know how Phil was up for Jeff Probst’s job and vice versa? If you ever doubted the right decision was made, watchin…",2019-05-22 22:08:42
2019-05-23 03:08:42,TipsyMic,And that is how women support each other! #teammom #AmazingRace,2019-05-22 22:08:42
2019-05-23 03:08:26,SarahQuider,"Phil is excited for another episode! #winegirls #amazingrace 
@PhilKeoghan @AmazingRaceCBS @jodiwincheski https://t.co/yH7ndRd9gG",2019-05-22 22:08:26
2019-05-23 03:07:39,itssavannahjade,@ElissaReillyS @RachelEReilly @AmazingRaceCBS I’m so sad y’all came in last but i’m so glad it’s a non elim leg! I… https://t.co/uUfKf1f81r,2019-05-22 22:07:39
2019-05-23 03:07:11,SprnkleofSchoee,@tyleroakley @koreykuhl YESS BOYSSSS I KNEW Y’ALL COULD DO IT!!! FOURTH PLACE!!!! #TeamTylerandKorey #AmazingRace,2019-05-22 22:07:11
2019-05-23 03:07:06,mattjuniper,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 22:07:06
2019-05-23 03:07:06,RealityRecaps,My stupid @TiVo has once again not recorded #AmazingRace and it’s not on the cbs app yet... does anybody have a lin… https://t.co/uoCfZ2U8vw,2019-05-22 22:07:06
2019-05-23 03:06:21,morfair71,@JanellePierzina I’m devastated you were eliminated on Amazing Race but would have loved for @PhilKeoghan to say By… https://t.co/l6tE2QLF86,2019-05-22 22:06:21
2019-05-23 03:06:08,MrUNotReady,@RachelEReilly You Already Know!!❤🙂#AmazingRace,2019-05-22 22:06:08
2019-05-23 03:05:55,SolaceBiersack,RT @JustinClassic1: Ok I actually liked this head to head and am happy to see #TeamTylerandKorey win a leg! #AmazingRace #RacersRecap https…,2019-05-22 22:05:55
2019-05-23 03:05:37,DarkSkyDestiny,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 22:05:37
2019-05-23 03:05:00,SolaceBiersack,RT @PhilKeoghan: Yes indeed @tyleroakley and @koreykuhl sure do know how to crush it on #AmazingRace https://t.co/DQzJMqJTuC,2019-05-22 22:05:00
2019-05-23 03:04:52,joparke,Rachel on #AmazingRace has real issues. I am not sure if to laugh or be uncomfortable! Even Phil had enough of the… https://t.co/AT2SpkJXrr,2019-05-22 22:04:52
2019-05-23 03:04:34,wtfjag,@RachelEReilly @AIPChristina Rach - you need to stop bothering with these haters. They ain't worth anything so do t… https://t.co/K3kROb90Sn,2019-05-22 22:04:34
2019-05-23 03:04:04,McLovin_0228,"RT @BB_timc: When Phil announced that it's a non-elim leg, Team Reilly be like #AmazingRace https://t.co/ykRS7XVZmY",2019-05-22 22:04:04
2019-05-23 03:01:55,DrWillHatch,"RT @HaymakerHattie: You know how Phil was up for Jeff Probst’s job and vice versa? If you ever doubted the right decision was made, watchin…",2019-05-22 22:01:55
2019-05-23 03:00:53,AnneEllerson,RT @AmazingRaceCBS: This looks FUN. #AmazingRace https://t.co/KHQvKHE3l2,2019-05-22 22:00:53
2019-05-23 03:00:52,Pamela_Jocelyn,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 22:00:52
2019-05-23 03:00:48,AnneEllerson,RT @AmazingRaceCBS: Let’s hope they’re good at math. #AmazingRace https://t.co/7kCbjkDZDr,2019-05-22 22:00:48
2019-05-23 03:00:44,JoelBBCAN,RT @RachelEReilly: Please send the @ElissaReillyS hushing me gifs when I’m crying I literally can’t wait ❤️🙌 this will be our new way to st…,2019-05-22 22:00:44
2019-05-23 02:59:50,CaitlinNetzer,OH MY GOD @JanellePierzina in the dinosaur costume going around in circles 😂😂😂😂 and @britney_haynes is so tiny her… https://t.co/7zRjyS4L6D,2019-05-22 21:59:50
2019-05-23 02:59:22,CowieKaunweigh,"RT @HaymakerHattie: The one nice thing about the head-to-head is that nobody has to be alone when they get eliminated. (I mean, that’s a ni…",2019-05-22 21:59:22
2019-05-23 02:57:00,ainepearl,RT @AmazingRaceCBS: 🤣🤣🤣 #AmazingRace https://t.co/8JBE6fOJie,2019-05-22 21:57:00
2019-05-23 02:56:38,BurgerSlamMann,"RT @MattOMalley: Two weeks from tonight: Join @BretLaBelle &amp; me at Kellehers (1410 Centre St., Rosl.) for an @AmazingRaceCBS viewing party…",2019-05-22 21:56:38
2019-05-23 02:56:34,HaymakerHattie,"The one nice thing about the head-to-head is that nobody has to be alone when they get eliminated. (I mean, that’s… https://t.co/sKtK8EU3iI",2019-05-22 21:56:34
2019-05-23 02:56:30,ElissaReillyS,"RT @AmazingRaceCBS: Fun Detours, thrilling challenges, and intense head-to-head battles. Prepare for two exciting episodes of #AmazingRace…",2019-05-22 21:56:30
2019-05-23 02:56:01,ElissaReillyS,"RT @AmazingRaceCBS: $1 million is still up for grabs, and the remaining teams are giving it their all. The #AmazingRace returns tonight at…",2019-05-22 21:56:01
2019-05-23 02:55:51,ElissaReillyS,RT @Alexafan23: @RachelEReilly @CBSTweet @RachelEReilly @ElissaReillyS #AmazingRace #TAR31 https://t.co/DNEFp1dWx9,2019-05-22 21:55:51
2019-05-23 02:55:20,JenniferCole224,RT @AmazingRaceCBS: Dance break. #AmazingRace https://t.co/5ROwhISjQG,2019-05-22 21:55:20
2019-05-23 02:54:20,HaymakerHattie,"Wow, these head-to-head portraits flatter nobody. #AmazingRace",2019-05-22 21:54:20
2019-05-23 02:53:55,Phil_okk,RT @PhilKeoghan: #BurjKhalifa not only the world's tallest building; tallest freestanding structure; highest number of stories; highest out…,2019-05-22 21:53:55
2019-05-23 02:53:27,erniebufflo,"Making gay people travel to Uganda is not cool, #amazingrace",2019-05-22 21:53:27
2019-05-23 02:53:18,XmanIce,#TAR #AmazingRace So the only thing Elissa can do is look pretty. Sort of.,2019-05-22 21:53:18
2019-05-23 02:52:57,elana_danielle,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:52:57
2019-05-23 02:52:32,MyLifeAs_Ashley,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:52:32
2019-05-23 02:52:14,kyrababy27,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:52:14
2019-05-23 02:51:46,wtfjag,"Omg, so sad 2 see @JanellePierzina &amp; Britney eliminated. Super happy my peeps @RachelEReilly &amp; @ElissaReillyS are s… https://t.co/dPEsrQDi8E",2019-05-22 21:51:46
2019-05-23 02:49:14,HaymakerHattie,"You know how Phil was up for Jeff Probst’s job and vice versa? If you ever doubted the right decision was made, wat… https://t.co/fb9BEKyqCC",2019-05-22 21:49:14
2019-05-23 02:48:54,Hayven_C,#TeamTylerandKorey #AmazingRace https://t.co/9flgOlZ5Ej,2019-05-22 21:48:54
2019-05-23 02:48:23,M_A_Schilling,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:48:23
2019-05-23 02:48:03,Phil_okk,RT @AmazingRaceCBS: Dance break. #AmazingRace https://t.co/5ROwhISjQG,2019-05-22 21:48:03
2019-05-23 02:47:17,JwatksJackie,Watching Rachel with her histrionics and crying and moaning on #AmazingRace reminds me of how much I despised her o… https://t.co/8QHNiPsSf5,2019-05-22 21:47:17
2019-05-23 02:47:12,EARTHDOGBB,Tonight on #TAR #AmazingRace https://t.co/CCUq8Uzlb9,2019-05-22 21:47:12
2019-05-23 02:46:50,ObiWOKE_Kenobi,Okay time for some #AmazingRace,2019-05-22 21:46:50
2019-05-23 02:45:29,HaymakerHattie,More ubiquitous narrative: “Colin is much calmer now” or “Dave is an old man”? #AmazingRace,2019-05-22 21:45:29
2019-05-23 02:44:48,SuperCoolCarly,"#TeamFun is the best!!!
And Rachel crying like a little bitch baby is great. #AmazingRace",2019-05-22 21:44:48
2019-05-23 02:44:28,OGBigSprite,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:44:28
2019-05-23 02:44:22,AprilinAlberta4,Becca is an inspiration. #AmazingRace,2019-05-22 21:44:22
2019-05-23 02:43:54,SprnkleofSchoee,WAIT THE JUMP IS A VIRTUAL REALITY THING OFMFJFJ IM SCREAMING @tyleroakley @koreykuhl #TeamTylerAndKorey #AmazingRace,2019-05-22 21:43:54
2019-05-23 02:43:09,sneppydooda,Super Fan!  Team Fun now and always!  #AmazingRace #teamfun #funstoppable https://t.co/KuzAwocOeu,2019-05-22 21:43:09
2019-05-23 02:42:46,MattSchmidtLA,@RachelEReilly and @ElissaReillyS had a visitor at their post-leg interview in Uganda. #AmazingRace https://t.co/Nwaowjznou,2019-05-22 21:42:46
2019-05-23 02:42:39,KathrynNiforos,"RT @MattOMalley: Two weeks from tonight: Join @BretLaBelle &amp; me at Kellehers (1410 Centre St., Rosl.) for an @AmazingRaceCBS viewing party…",2019-05-22 21:42:39
2019-05-23 02:42:21,CoCoSpice66,Rachel is my worst nightmare! I FF her segments now.  #AmazingRace,2019-05-22 21:42:21
2019-05-23 02:41:57,SprnkleofSchoee,THESE DINOSAUR COSTUMES ON THE #AmazingRace IM DYINGNFKFJF I WANNA RUN AS A DINOSAUR,2019-05-22 21:41:57
2019-05-23 02:41:41,SolaceBiersack,RT @HaymakerHattie: I am SO glad #AmazingRace didn’t get away with going to Uganda without noting the human rights issues. Thanks @tyleroak…,2019-05-22 21:41:41
2019-05-23 02:41:35,JesseGarcia321,Will we never be rid of this whiny b***h? #amazingrace #cantstandrachel #teambotox,2019-05-22 21:41:35
2019-05-23 02:40:19,SolaceBiersack,RT @PhilKeoghan: Don't go anywhere ... brace yourself for a dramatic #Head2Head returning to #AmazingRace ... now #TheWorldisWaitingForYou…,2019-05-22 21:40:19
2019-05-23 02:40:08,SolaceBiersack,RT @FightYouForIt1: Corrine and Eliza after seeing the Reilly sisters survive another week.. #AmazingRace https://t.co/R07Gw2CMGh,2019-05-22 21:40:08
2019-05-23 02:39:31,Cc87962961,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:39:31
2019-05-23 02:39:08,catmandu13,To all #AmazingRace fans: If anybody’s got a GIF of @tyleroakley giving the camera that cute smile after finishing… https://t.co/Od3tsxxy47,2019-05-22 21:39:08
2019-05-23 02:38:25,HaymakerHattie,All these confessionals about Zen Colin need to have a payoff where Colin loses his mind completely or there is no… https://t.co/Ow3LA2vCY8,2019-05-22 21:38:25
2019-05-23 02:38:12,steph9222,"RT @BB_timc: When Phil announced that it's a non-elim leg, Team Reilly be like #AmazingRace https://t.co/ykRS7XVZmY",2019-05-22 21:38:12
2019-05-23 02:37:50,mike_913,I wonder how much time she spent looking for a watch dealer.  #AmazingRace,2019-05-22 21:37:50
2019-05-23 02:37:50,bbqueenhaleigh,Elissa basically being a bitch to Rachel while Rachel was crying was EVERYTHING 😂 #AmazingRace,2019-05-22 21:37:50
2019-05-23 02:37:44,TvWizards,"watch The Amazing Race s31e6 HD
#AmazingRace #amazingrace karen eliza #amazingrace eliza",2019-05-22 21:37:44
2019-05-23 02:37:27,rglick13,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:37:27
2019-05-23 02:37:25,AllanBSportsFan,@MattSchmidtLA @tyleroakley @koreykuhl #AmazingRace always has tight security for their players. Bravo Tyler and Kory,2019-05-22 21:37:25
2019-05-23 02:37:01,smartcorgi,RT @Rocking_it82: Rachel is such a downer! #AmazingRace https://t.co/UOC2UvjXsy,2019-05-22 21:37:01
2019-05-23 02:36:36,juscallmesizzle,I’m amazed that @britney_haynes and @JanellePierzina always have pretty much amazing looking makeup all throughout… https://t.co/nR9PZMQb10,2019-05-22 21:36:36
2019-05-23 02:35:59,ZacccIsHere,One may recall me being incredibly upset around 20+ June 2018. This was because I was following up-to-date spoilers… https://t.co/381rSXDgDY,2019-05-22 21:35:59
2019-05-23 02:35:24,yoshifan331,"I actually like pretty much this entire cast, which is rare with any of these shows. Team Reilly Sisters above all else though! #AmazingRace",2019-05-22 21:35:24
2019-05-23 02:35:18,bbqueenhaleigh,READ YOUR FUCKING CLUE #AmazingRace,2019-05-22 21:35:18
2019-05-23 02:34:58,AllanBSportsFan,@tyleroakley @theIRC #AmazingRace always has tight security and medical assistance immediately available. I'm glad… https://t.co/VNn5y6nFDb,2019-05-22 21:34:58
2019-05-23 02:34:28,bbqueenhaleigh,"RT @HaymakerHattie: So this week’s #AmazingRace 101 segment is definitely going to be about reading your clue, right?",2019-05-22 21:34:28
2019-05-23 02:34:22,BrennanSwain,RT @ShawnPooley: That Challenge in Dubai with the #AmazingRace beat reminds me of the Amazing Race Rap song @thearashow did in 2005 between…,2019-05-22 21:34:22
2019-05-23 02:34:18,SolaceBiersack,"RT @tyleroakley: tonight on #AmazingRace, the tethered version of me is unleashed in dubai https://t.co/d8rr4yedVL",2019-05-22 21:34:18
2019-05-23 02:34:14,bbqueenhaleigh,Colin is so chill 🤣 #AmazingRace,2019-05-22 21:34:14
2019-05-23 02:34:07,juliaakathrynnn,#TeamTylerandKorey really deserved that win tonight. @tyleroakley and @koreykuhl i'm so proud of y'all #AmazingRace ♥️,2019-05-22 21:34:07
2019-05-23 02:33:46,MattSchmidtLA,Big congrats to @tyleroakley &amp; @koreykuhl for their win in Uganda. It wasn’t an easy leg for them but they handled… https://t.co/118qZITwfD,2019-05-22 21:33:46
2019-05-23 02:33:45,SolaceBiersack,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:33:45
2019-05-23 02:33:27,ShawnPooley,That Challenge in Dubai with the #AmazingRace beat reminds me of the Amazing Race Rap song @thearashow did in 2005… https://t.co/E07qUC5B9K,2019-05-22 21:33:27
2019-05-23 02:32:47,amysposito,Thanks #TeamTylerAndKorey and #AmazingRace for making my day a little brighter,2019-05-22 21:32:47
2019-05-23 02:30:31,maybeasa,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:30:31
2019-05-23 02:29:52,coletto,"RT @BB_timc: When Phil announced that it's a non-elim leg, Team Reilly be like #AmazingRace https://t.co/ykRS7XVZmY",2019-05-22 21:29:52
2019-05-23 02:29:39,BiglowRoselia,RT @jodystans: janelles looking for a rolex #AmazingRace https://t.co/dxvJRgUZGJ,2019-05-22 21:29:39
2019-05-23 02:29:36,Bentley20000,"https://t.co/VlYSEoTsuw
#AmazingRace was routing for janelle, not once did she get flustered or upset but just kept… https://t.co/Yhaz7yiZDt",2019-05-22 21:29:36
2019-05-23 02:28:08,jtobin33,"For the 2nd time in a CBS Reality TV Show, affiliating yourself with a group called the Mom Squad has unfortunately… https://t.co/chW9py5FSD",2019-05-22 21:28:08
2019-05-23 02:27:53,smartcorgi,RT @selbyscott: And now Rachel’s waterworks #AmazingRace https://t.co/k9X7FIJRUJ,2019-05-22 21:27:53
2019-05-23 02:27:41,HaymakerHattie,"So this week’s #AmazingRace 101 segment is definitely going to be about reading your clue, right?",2019-05-22 21:27:41
2019-05-23 02:27:39,catmom007,"RT @AmazingRaceCBS: So close, yet so far away. #AmazingRace https://t.co/KSVy9eWqYM",2019-05-22 21:27:39
2019-05-23 02:27:36,iowanliveintexa,@AmazingRaceCBS So grateful to have gotten home in time to watch my first episode of this season!  Also grateful fo… https://t.co/Ks3BSD3PIi,2019-05-22 21:27:36
2019-05-23 02:27:00,smartcorgi,"RT @KeithZingraf: I hated Rachel on Big Brother and I can't stand her on The Amazing Race! Of course, it's a nonelimination leg. @AmazingRa…",2019-05-22 21:27:00
2019-05-23 02:26:58,CindyLouWho116,RT @Tremble26: Really sick of Rachel whining she wants to show her daughter to be a strong woman which is great but first step stop bitchin…,2019-05-22 21:26:58
2019-05-23 02:26:17,MeLovesTV,I hate to see Brit and Janelle take an exit. I was hoping that the big brother teams would all make it to the end. #AmazingRace,2019-05-22 21:26:17
2019-05-23 02:26:10,ChristyClark814,@PhilKeoghan my 13 yo wants to know how they eat while they’re racing. Do they have breaks or eat on the run? #AmazingRace,2019-05-22 21:26:10
2019-05-23 02:25:46,AndrewSimanski,RT @PhilKeoghan: Don't go anywhere ... brace yourself for a dramatic #Head2Head returning to #AmazingRace ... now #TheWorldisWaitingForYou…,2019-05-22 21:25:46
2019-05-23 02:25:27,smartcorgi,RT @KatieSecrets: They think they have actually Rolex’s in Uganda 😂 #AmazingRace,2019-05-22 21:25:27
2019-05-23 02:24:50,CrazyPackersFan,I can't believe I haven't watched #AmazingRace for 30 seasons. It's an awesome show with much better editing than… https://t.co/o94gCzet7s,2019-05-22 21:24:50
2019-05-23 02:24:40,mike_913,I'd like to see what is typed on the card for the roll eggs challenge.  #AmazingRace,2019-05-22 21:24:40
2019-05-23 02:23:53,smartcorgi,RT @Endl3ssNit3s: #AmazingRace we're still stuck with Rielly Girls https://t.co/tkHWqDkqDr,2019-05-22 21:23:53
2019-05-23 02:23:52,FabsCulture,You did amazing on the show! I’m also glad you noticed that the views of the “failing” government do not necessaril… https://t.co/wE07GrAcy9,2019-05-22 21:23:52
2019-05-23 02:23:46,HaymakerHattie,Shredding lots of random vegetables with a grater? Anyone who gets Blue Apron is going to nail this task. #AmazingRace,2019-05-22 21:23:46
2019-05-23 02:22:53,AshsDreamboard,Can we stop putting Millenials vs. Gen X cast members on reality shows now? #AmazingRace https://t.co/HrfFVIEka0,2019-05-22 21:22:53
2019-05-23 02:22:52,colkmiren,Is there a way to watch TAR? My screen didn’t record while I was gone? #AmazingRace,2019-05-22 21:22:52
2019-05-23 02:22:51,wendyispresent,RT @kale_chipps: why is korey and tyler talking about uganda but silent about united arab emirates? #amazingrace,2019-05-22 21:22:51
2019-05-23 02:22:50,AllanBSportsFan,@CappyD Correct. When has Rachel's mouth been silent on #AmazingRace ?,2019-05-22 21:22:50
2019-05-23 02:22:25,HaymakerHattie,If I wasn’t on my phone I would definitely make a meme of that anime butterfly guy as Victor saying “is this a tomato?” #AmazingRace,2019-05-22 21:22:25
2019-05-23 02:22:19,smartcorgi,"RT @Space_Nerd_at_C: Hey Phil, put US out of our misery and send Rachel and Elissa home #AmazingRace https://t.co/XVv7yVpPbX",2019-05-22 21:22:19
2019-05-23 02:22:08,smartcorgi,RT @Laurieet1: Just when I think I don’t have to hear Rachel and Elissa cry again ... damn you  #AmazingRace non-elimination round!  🤬 http…,2019-05-22 21:22:08
2019-05-23 02:21:43,SanMakinami,RT @UIdealist: I could not make the Ugandan Rolex and then not eat it. Looks yummy! #AmazingRace,2019-05-22 21:21:43
2019-05-23 02:21:41,AnneEllerson,RT @AmazingRaceCBS: Get excited! Another episode of The #AmazingRace comes on NOW! https://t.co/qKyCFhsluL,2019-05-22 21:21:41
2019-05-23 02:21:28,AnneEllerson,RT @AmazingRaceCBS: You only have a few more minutes to wait until #AmazingRace starts. Get ready for TWO back-to-back episodes. 🏃🏽 https:/…,2019-05-22 21:21:28
2019-05-23 02:21:07,HaymakerHattie,"Wait, how many people live in Nicole’s hometown? I feel like she hasn’t mentioned it enough times. #AmazingRace",2019-05-22 21:21:07
2019-05-23 02:20:51,Tremble26,"RT @Space_Nerd_at_C: Hey Phil, put US out of our misery and send Rachel and Elissa home #AmazingRace https://t.co/XVv7yVpPbX",2019-05-22 21:20:51
2019-05-23 02:20:00,Phil_okk,RT @AmazingRaceCBS: Let’s hope they’re good at math. #AmazingRace https://t.co/7kCbjkDZDr,2019-05-22 21:20:00
2019-05-23 02:19:51,kale_chipps,why is korey and tyler talking about uganda but silent about united arab emirates? #amazingrace,2019-05-22 21:19:51
2019-05-23 02:19:45,markpills,"RT @AmazingRaceCBS: So close, yet so far away. #AmazingRace https://t.co/KSVy9eWqYM",2019-05-22 21:19:45
2019-05-23 02:19:43,Tremble26,Really sick of Rachel whining she wants to show her daughter to be a strong woman which is great but first step sto… https://t.co/V8VBgPLRGd,2019-05-22 21:19:43
2019-05-23 02:19:11,stephensroczyk,@AmazingRaceCBS Floyd &amp; Becca doing some rhyme time with @PhilKeoghan. Give Phil some props man. #AmazingRace,2019-05-22 21:19:11
2019-05-23 02:19:10,djlabelleklein,.@tyleroakley and @koreykuhl rippin' through Uganda like...  #AmazingRace https://t.co/a79MU8tH9b,2019-05-22 21:19:10
2019-05-23 02:18:12,smartcorgi,"RT @peace999now__: Oh I’m sick, wanted Rachel and Elissa eliminated on #AmazingRace Rachel has had way too many chances and won Big Brother…",2019-05-22 21:18:12
2019-05-23 02:18:06,cassidythomp94,"RT @absmile28: @britney_haynes, I love that you talked about Tilly bring a cancer survivor! You girls did great and I'm sure made your kids…",2019-05-22 21:18:06
2019-05-23 02:17:39,JustinClassic1,RT @PhilKeoghan: Always love anything to do with bicycles ... #PhilFact riding a bike is 7 times more efficient than walking and look how m…,2019-05-22 21:17:39
2019-05-23 02:17:39,theslaycademy,@koreykuhl @AmazingRaceCBS I think they did well. I’m a bit biased cause I’m gonna cry anytime I see you cry but it… https://t.co/6JgBQJwxEB,2019-05-22 21:17:39
